profile_name,date,stock_id,target_weight,executed_weight,pred_return,target_return,selection_score,selection_score_final,rerank_signal_score,risk_penalty,secondary_candidate_size,secondary_screen_mode,secondary_signal_score,volatility_20d,volatility_5d,turnover_rate,turnover_ratio_10d,amplitude_ratio_5d,turnover_spike_5d,crowding_reversal_risk_5d
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-26,600941,0.20353750524055866,0.16283000419244695,0.54859453,-0.0113280530484434,0.97390625,0.97390625,0.0,0.2609375,15,quality_layer,0.3328125,0.0057043386453258,0.003607903873591,1.0859,-0.1360558830783428,-0.0929878048780491,0.7882778245587936,0.1313796374264655
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-26,601728,0.2007918993877144,0.16063351951017155,0.5411943,0.0190336749633966,0.8871875,0.8871875,0.0,0.503125,15,quality_layer,0.08906250000000004,0.0079260273370132,0.0065309942732948,0.1667,0.2561223720895185,2.220446049250313e-16,1.0314317534894724,0.2097244565428594
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-26,600050,0.20020103369070155,0.16016082695256126,0.53960174,0.0,0.8753125,0.8753125,0.0,0.309375,15,quality_layer,0.19687500000000002,0.0072964178870625,0.0132413755214649,0.5092,-0.2572495478149251,-0.3245227606461086,0.6943005181337687,0.1180310880827407
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-26,601186,0.19777030564993212,0.1582162445199457,0.5330502,0.0077619663648124,0.82625,0.82625,0.0,0.17500000000000002,15,quality_layer,0.23125,0.0059976078515267,0.0088082456514625,0.1496,-0.5016489556614144,-0.2524271844660195,0.5090859592986148,0.2206039156960664
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-26,000001,0.19769925603109326,0.15815940482487462,0.5328587,-0.0017152658662093,0.76703125,0.76703125,0.0,0.4546875,15,quality_layer,0.02812500000000001,0.0088244709956309,0.0125233763903213,0.4232,-0.2774087796882203,-0.0264976958525346,0.6766003709140553,0.2480868026684869
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-27,600941,0.2039546450370555,0.2039546450370555,0.54842174,-0.0125879303961495,0.9525757575757576,0.9525757575757576,0.0,0.1712121212121212,15,quality_layer,0.30454545454545456,0.0059264285834298,0.0037909930464205,0.9458,-0.2068696592843546,-0.2457627118644069,0.7572094214843503,0.242307014874992
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-27,600050,0.1998423772754829,0.1998423772754829,0.5373641,-0.0055248618784529,0.9056060606060606,0.9056060606060606,0.0,0.33787878787878795,15,quality_layer,0.06969696969696965,0.0072979057007891,0.0111053349342166,0.4232,-0.3353853885294302,-0.337568058076225,0.7012892320937575,0.3272683083104201
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-27,601728,0.19969391727041674,0.19969391727041674,0.5369649,0.0236336779911373,0.8613636363636363,0.8613636363636363,0.0,0.47727272727272735,15,quality_layer,0.010606060606060563,0.0081572438301347,0.0070088946460592,0.1327,0.0069049245011001,0.0232558139534884,0.8553564522311761,0.3734393441058902
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-27,601838,0.19844554416168408,0.19844554416168408,0.5336081,0.0117855038302888,0.7910606060606061,0.7910606060606061,0.0,0.5742424242424242,15,quality_layer,0.07727272727272727,0.0079123949950431,0.0095134458383348,0.9315,0.1270417422867513,0.2983770287141074,0.9865703573460712,0.2177598491620292
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-27,601186,0.19806351625536087,0.19806351625536087,0.53258085,0.0051746442432082,0.7398484848484849,0.7398484848484849,0.0,0.17727272727272728,15,quality_layer,0.23181818181818187,0.0059972741591806,0.0087340058456186,0.1415,-0.501514831254844,-0.3538767395626243,0.5510124610570443,0.282853063342616
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-28,600803,0.20887825517403463,0.1381035573554112,0.5590403,-0.0110142267094996,0.9413793103448276,0.9413793103448276,0.0,0.5862068965517242,15,quality_layer,0.05344827586206902,0.0103594350237514,0.0087001950453138,0.3791,-0.1866901227151806,-0.2653061224489795,0.7929303492976514,0.1004378442443692
