stock_id,date,target_return,train_target,pred_return,fold_id,pred_score,ret_1d,ret_3d,ret_5d,intraday_return,volume_ratio_5d,turnover_rate,turnover_spike_5d,volatility_5d,volatility_20d,rel_hs300_mean_ret_5d,close_position_20d,overheat_score,reversal_risk_score,volume_ratio_10d,turnover_ratio_5d,turnover_ratio_10d,amplitude_ratio_5d,crowding_risk_5d,crowding_reversal_risk_5d,distance_to_20d_high,rebound_from_10d_low,volume_price_divergence_5d,model_rank,true_rank,case_type,daily_true_return_median,is_poor_return,return_gap_to_true_top_min
688472,2025-11-26,-0.1057367829021372,0.0033333333333333,0.6621716,1,0.6621716,-0.020665901262916,0.0402439024390244,-0.0636663007683864,-0.0217889908256879,-0.1047445415921664,6.7444,0.8952569065025864,0.046749789668359,0.0759813506193803,-0.0453234719650787,0.2004429678848068,0.1875517902101997,0.6235649722612565,-0.3507789454987216,-0.1047430934972948,-0.3507777402360126,0.0264054514480409,0.9188965692807638,0.8361958780454951,-0.2973640856672157,0.0440636474908202,-0.1833333333333333,1.0,300.0,false_positives,0.0064158961931662,True,-0.2067100189118696
601138,2025-11-26,0.0163278907030991,0.6866666666666666,0.6156814,1,0.6156814,0.0409821586292173,-0.0286797428712708,-0.0942207193359975,0.0654492858434281,0.2000464225901814,1.4165,1.2000779436423403,0.0565702605694718,0.0382810572089745,-0.0758778905326898,0.1478825136611978,1.0897212801765706,0.9748745760794568,0.5410426182440204,0.200077943643357,0.5410642209819732,0.4616222101252041,1.7540605763090276,1.6897450218443633,-0.297448736289938,0.0793040293040292,-0.88,2.0,95.0,false_positives,0.0064158961931662,False,-0.0846453453066333
000895,2025-11-26,0.0200296735905045,0.7266666666666667,0.58912146,1,0.58912146,-0.0099264705882353,-0.0110172603745868,-0.0171532846715328,-0.0106539309331374,-0.0992478646292909,0.3122,0.9006981709050236,0.0039653138594815,0.0077266537932346,0.0011895441317747,0.6826086956521602,0.0891405222397283,0.104946568341211,-0.066539173515255,-0.0993018290923779,-0.0666387634906874,0.4854260089686097,1.337920489292776,0.6778797145750064,-0.0263919016630514,0.0235651843405548,0.0466666666666666,3.0,83.0,false_positives,0.0064158961931662,False,-0.0809435624192279
300394,2025-11-26,0.0579280092891239,0.93,0.58763444,1,0.58763444,0.0624111554863602,0.0581136654756284,0.0244109392337315,0.0833851038862429,0.3723315050488553,6.6883,1.372336190870645,0.0558456219122663,0.0555652048209306,0.0427537680370391,0.3604651162790688,2.0474316084301707,1.46167755712691,0.5988619388312149,0.3723361908709268,0.5988592383288274,0.8258664412510566,2.5057025970250155,0.2589226016925851,-0.2037037037037037,0.1120164375797081,-0.0133333333333334,4.0,22.0,false_positives,0.0064158961931662,False,-0.0430452267206085
000001,2025-11-26,-0.0017152658662093,0.3466666666666667,0.58508945,1,0.58508945,-0.0093220338983051,0.0,-0.0093220338983051,-0.0101608806096529,-0.3233524968417913,0.4232,0.6766003709140553,0.0125233763903213,0.0088244709956309,0.0090207949050025,0.5652173913043416,0.0791666666666666,0.1874583333333333,-0.2773539401741505,-0.3233996290848629,-0.2774087796882203,-0.0264976958525346,0.6766003709140553,0.2480868026684869,-0.0250208507089241,0.0103716508210891,0.53,5.0,197.0,false_positives,0.0064158961931662,True,-0.10268850187594171
688472,2025-11-27,-0.0985507246376812,0.0033333333333333,0.7032734,1,0.7032734,-0.0046893317702227,-0.0099125364431486,-0.046067415730337,-0.0449943757030371,-0.0021874717361367,7.684,0.9978080427170664,0.0464020785644367,0.0733107008255055,-0.0329442703367932,0.1915836101882407,0.2609200165727363,0.658580674124398,-0.1936326500489982,-0.0021919572828039,-0.193636401796583,0.3654781199351702,1.362485050225492,1.2171533115347728,-0.300658978583196,0.0391676866585068,-0.5599999999999999,1.0,300.0,false_positives,0.00243342067474935,True,-0.20810954816709282
600089,2025-11-27,0.0061032863849765,0.5566666666666666,0.60745364,1,0.60745364,-0.0228519195612431,-0.0065055762081783,-0.0788453252908228,-0.0224051211705531,-0.0787356486991142,4.033,0.9212600223859742,0.0387012612722934,0.0471283437048717,-0.065722179897279,0.230671736375158,0.0983329030506273,0.5649164730394489,-0.1708221660188897,-0.0787399776138153,-0.1708265828926699,0.2148594377510038,1.1192014328183018,1.0781640469482974,-0.2211293260473588,0.0046992481203007,-0.2433333333333333,2.0,134.0,false_positives,0.00243342067474935,False,-0.1034555371444351
600941,2025-11-27,-0.0125879303961495,0.2766666666666666,0.59364885,1,0.59364885,-0.006607323116454,-0.0043230316409124,-0.0040482105069461,-0.0030392337447041,-0.242806747238845,0.9458,0.7572094214843503,0.0037909930464205,0.0059264285834298,0.0090749348865976,0.6971046770600058,0.085,0.2044166666666666,-0.2068843264399266,-0.2427905785150433,-0.2068696592843546,-0.2457627118644069,0.7572094214843503,0.242307014874992,-0.0124076270413283,0.0197833254828074,0.5066666666666667,3.0,218.0,false_positives,0.00243342067474935,True,-0.1221467539255611
600050,2025-11-27,-0.0055248618784529,0.3666666666666666,0.5881029,1,0.5881029,-0.0055045871559632,-0.0018416206261508,-0.0127504553734061,-0.0055045871559632,-0.2986718923108103,0.4232,0.7012892320937575,0.0111053349342166,0.0072979057007891,0.0003726900201376,0.3124999999986431,0.0666666666666666,0.1626666666666666,-0.3353520367752861,-0.2987107679050804,-0.3353853885294302,-0.337568058076225,0.7012892320937575,0.3272683083104201,-0.0198915009041591,0.0093109869646181,0.4833333333333333,4.0,191.0,false_positives,0.00243342067474935,True,-0.1150836854078645
600515,2025-11-27,0.0125,0.6466666666666666,0.58810234,1,0.58810234,-0.0102669404517454,0.0062630480167014,-0.0530451866404715,-0.0102669404517454,-0.3743747530493878,1.0699,0.6256066612867502,0.01968176741479,0.0323772956113069,-0.0399220412469277,0.1074380165288942,0.01,0.4145,-0.4838035509098612,-0.3743933387128839,-0.4838133835094321,-0.0629274965800272,0.6256066612867502,0.5755581283838103,-0.1830508474576271,0.0277185501066097,-0.0366666666666666,5.0,107.0,false_positives,0.00243342067474935,False,-0.0970588235294116
