trade_date,stock_id,fold_id,y_true,y_pred,rank_true,rank_pred,target_return,pred_return,train_target,date,case_type,is_bad_pred_top5,daily_target_median,ret_1d,ret_3d,intraday_return,volume_ratio_5d,volume_ratio_10d,turnover_spike_5d,turnover_rate,turnover_ratio_5d,turnover_ratio_10d,volatility_5d,volatility_20d,amplitude_ratio_5d,crowding_risk_5d,crowding_reversal_risk_5d,volume_price_divergence_5d,distance_to_20d_high,rebound_from_10d_low
2025-11-26,688472,1,-0.1057367829021372,0.6621716,1.0,0.0033333333333333,-0.1057367829021372,0.6621716,0.0033333333333333,2025-11-26,pred_top5_not_true_top5,True,0.0064158961931662,-0.020665901262916,0.0402439024390244,-0.0217889908256879,-0.1047445415921664,-0.3507789454987216,0.8952569065025864,6.7444,-0.1047430934972948,-0.3507777402360126,0.046749789668359,0.0759813506193803,0.0264054514480409,0.9188965692807638,0.8361958780454951,-0.1833333333333333,-0.2973640856672157,0.0440636474908202
2025-11-26,601138,1,0.0163278907030991,0.6156814,0.3166666666666666,0.0066666666666666,0.0163278907030991,0.6156814,0.6866666666666666,2025-11-26,pred_top5_not_true_top5,False,0.0064158961931662,0.0409821586292173,-0.0286797428712708,0.0654492858434281,0.2000464225901814,0.5410426182440204,1.2000779436423403,1.4165,0.200077943643357,0.5410642209819732,0.0565702605694718,0.0382810572089745,0.4616222101252041,1.7540605763090276,1.6897450218443633,-0.88,-0.297448736289938,0.0793040293040292
2025-11-26,000895,1,0.0200296735905045,0.58912146,0.2766666666666666,0.01,0.0200296735905045,0.58912146,0.7266666666666667,2025-11-26,pred_top5_not_true_top5,False,0.0064158961931662,-0.0099264705882353,-0.0110172603745868,-0.0106539309331374,-0.0992478646292909,-0.066539173515255,0.9006981709050236,0.3122,-0.0993018290923779,-0.0666387634906874,0.0039653138594815,0.0077266537932346,0.4854260089686097,1.337920489292776,0.6778797145750064,0.0466666666666666,-0.0263919016630514,0.0235651843405548
2025-11-26,300394,1,0.0579280092891239,0.58763444,0.0733333333333333,0.0133333333333333,0.0579280092891239,0.58763444,0.93,2025-11-26,pred_top5_not_true_top5,False,0.0064158961931662,0.0624111554863602,0.0581136654756284,0.0833851038862429,0.3723315050488553,0.5988619388312149,1.372336190870645,6.6883,0.3723361908709268,0.5988592383288274,0.0558456219122663,0.0555652048209306,0.8258664412510566,2.5057025970250155,0.2589226016925851,-0.0133333333333334,-0.2037037037037037,0.1120164375797081
2025-11-26,000001,1,-0.0017152658662093,0.58508945,0.6566666666666666,0.0166666666666666,-0.0017152658662093,0.58508945,0.3466666666666667,2025-11-26,pred_top5_not_true_top5,True,0.0064158961931662,-0.0093220338983051,0.0,-0.0101608806096529,-0.3233524968417913,-0.2773539401741505,0.6766003709140553,0.4232,-0.3233996290848629,-0.2774087796882203,0.0125233763903213,0.0088244709956309,-0.0264976958525346,0.6766003709140553,0.2480868026684869,0.53,-0.0250208507089241,0.0103716508210891
2025-11-26,300502,1,0.1475308641975309,0.5602511,0.0033333333333333,0.15,0.1475308641975309,0.5602511,1.0,2025-11-26,true_top5_missed,False,0.0064158961931662,0.0866369125754791,0.1037333333333332,0.0964238410596025,0.3897443871577131,0.6708777623285902,1.3897449097973005,7.6665,0.3897449097975523,0.6708766408546938,0.0648855392999846,0.0427641878013624,0.9840834248079032,2.7573698402399778,0.2297808200199982,-0.0033333333333334,-0.2358710451618858,0.1524833803209075
2025-11-26,688036,1,0.1360123647604326,0.514179,0.0066666666666666,0.6633333333333333,0.1360123647604326,0.514179,0.9966666666666668,2025-11-26,true_top5_missed,False,0.0064158961931662,-0.0110942249240121,-0.0018407731247123,-0.0103422053231939,-0.186088741480755,-0.0414640265467924,0.813919010504339,1.1529,-0.1860809894950863,-0.0414546542951211,0.0328181370167256,0.0250049053687879,-0.4171907756813415,0.813919010504339,0.0162783802100867,0.2266666666666666,-0.1665172281286024,0.0737623762376238
2025-11-26,601100,1,0.1332179930795848,0.46515325,0.01,0.95,0.1332179930795848,0.46515325,0.9933333333333332,2025-11-26,true_top5_missed,False,0.0064158961931662,0.0172185430463576,0.0001085187194791,0.024,-0.0585918605845205,0.1277215861239293,0.9414367900856444,0.6382,-0.0585632099129668,0.1277411602551643,0.018487470658064,0.0270060629594026,0.3612812058407912,1.28156020883067,0.0128156020883067,0.14,-0.0749389296068611,0.0814916993006911
2025-11-26,002938,1,0.1201248049921998,0.4977288,0.0133333333333333,0.85,0.1201248049921998,0.4977288,0.99,2025-11-26,true_top5_missed,False,0.0064158961931662,-0.0008859357696566,0.0661782084613564,0.0091722595078298,0.1344714938528857,0.2601590934681552,1.1344959899863851,1.3778,0.1344959899873195,0.2601867688621002,0.0330294632621073,0.0292279951777757,-0.122974261201144,1.1344959899863851,0.1437028253982755,-0.08,-0.2524030493868081,0.0687040985548448
2025-11-26,601238,1,0.1009732360097324,0.43014124,0.0166666666666666,0.9733333333333334,0.1009732360097324,0.43014124,0.9866666666666668,2025-11-26,true_top5_missed,False,0.0064158961931662,-0.0293427230046947,0.0881578947368422,-0.0293427230046947,0.2154638910102575,0.91608599295237,1.215443614091409,1.7305,0.2154436140922628,0.9160715274317668,0.0540010802366594,0.0261492040600024,0.4656249999999999,1.7813845469027214,0.065317433386433,-0.0333333333333333,-0.0811111111111111,0.0895915678524374
2025-11-27,688472,1,-0.0985507246376812,0.7032734,1.0,0.0033333333333333,-0.0985507246376812,0.7032734,0.0033333333333333,2025-11-27,pred_top5_not_true_top5,True,0.00243342067474935,-0.0046893317702227,-0.0099125364431486,-0.0449943757030371,-0.0021874717361367,-0.1936326500489982,0.9978080427170664,7.684,-0.0021919572828039,-0.193636401796583,0.0464020785644367,0.0733107008255055,0.3654781199351702,1.362485050225492,1.2171533115347728,-0.5599999999999999,-0.300658978583196,0.0391676866585068
2025-11-27,600089,1,0.0061032863849765,0.60745364,0.4466666666666666,0.0066666666666666,0.0061032863849765,0.60745364,0.5566666666666666,2025-11-27,pred_top5_not_true_top5,False,0.00243342067474935,-0.0228519195612431,-0.0065055762081783,-0.0224051211705531,-0.0787356486991142,-0.1708221660188897,0.9212600223859742,4.033,-0.0787399776138153,-0.1708265828926699,0.0387012612722934,0.0471283437048717,0.2148594377510038,1.1192014328183018,1.0781640469482974,-0.2433333333333333,-0.2211293260473588,0.0046992481203007
2025-11-27,600941,1,-0.0125879303961495,0.59364885,0.7266666666666667,0.01,-0.0125879303961495,0.59364885,0.2766666666666666,2025-11-27,pred_top5_not_true_top5,True,0.00243342067474935,-0.006607323116454,-0.0043230316409124,-0.0030392337447041,-0.242806747238845,-0.2068843264399266,0.7572094214843503,0.9458,-0.2427905785150433,-0.2068696592843546,0.0037909930464205,0.0059264285834298,-0.2457627118644069,0.7572094214843503,0.242307014874992,0.5066666666666667,-0.0124076270413283,0.0197833254828074
