stock_id,date,target_return,train_target,pred_return,fold_id,pred_score,ret_1d,ret_3d,ret_5d,intraday_return,volume_ratio_5d,turnover_rate,turnover_spike_5d,volatility_5d,volatility_20d,rel_hs300_mean_ret_5d,close_position_20d,overheat_score,reversal_risk_score,volume_ratio_10d,turnover_ratio_5d,turnover_ratio_10d,amplitude_ratio_5d,crowding_risk_5d,crowding_reversal_risk_5d,distance_to_20d_high,rebound_from_10d_low,volume_price_divergence_5d,model_rank,true_rank,case_type,daily_true_return_median,is_poor_return,miss_margin
300502,2025-11-26,0.1475308641975309,1.0,0.5602511,1,0.5602511,0.0866369125754791,0.1037333333333332,0.027047146401985,0.0964238410596025,0.3897443871577131,7.6665,1.3897449097973005,0.0648855392999846,0.0427641878013624,0.0453899752052926,0.407307549274823,2.60970939244996,1.7165358932691488,0.6708777623285902,0.3897449097975523,0.6708766408546938,0.9840834248079032,2.7573698402399778,0.2297808200199982,-0.2358710451618858,0.1524833803209075,-0.0033333333333334,45.0,1.0,missed_winners,0.0064158961931662,False,40.0
688036,2025-11-26,0.1360123647604326,0.9966666666666668,0.514179,1,0.514179,-0.0110942249240121,-0.0018407731247123,0.0485014502094747,-0.0103422053231939,-0.186088741480755,1.1529,0.813919010504339,0.0328181370167256,0.0250049053687879,0.0668442790127823,0.2604895104895011,0.1225,0.4789583333333333,-0.0414640265467924,-0.1860809894950863,-0.0414546542951211,-0.4171907756813415,0.813919010504339,0.0162783802100867,-0.1665172281286024,0.0737623762376238,0.2266666666666666,199.0,2.0,missed_winners,0.0064158961931662,False,194.0
601100,2025-11-26,0.1332179930795848,0.9933333333333332,0.46515325,1,0.46515325,0.0172185430463576,0.0001085187194791,0.0532571428571428,0.024,-0.0585918605845205,0.6382,0.9414367900856444,0.018487470658064,0.0270060629594026,0.0715999716604505,0.4842498406672665,0.4149588947566693,0.5267315026405013,0.1277215861239293,-0.0585632099129668,0.1277411602551643,0.3612812058407912,1.28156020883067,0.0128156020883067,-0.0749389296068611,0.0814916993006911,0.14,285.0,3.0,missed_winners,0.0064158961931662,False,280.0
002938,2025-11-26,0.1201248049921998,0.99,0.4977288,1,0.4977288,-0.0008859357696566,0.0661782084613564,0.0205882352941175,0.0091722595078298,0.1344714938528857,1.3778,1.1344959899863851,0.0330294632621073,0.0292279951777757,0.0389310640974252,0.1725163593099255,0.9138102796523656,0.8635479591768978,0.2601590934681552,0.1344959899873195,0.2601867688621002,-0.122974261201144,1.1344959899863851,0.1437028253982755,-0.2524030493868081,0.0687040985548448,-0.08,255.0,4.0,missed_winners,0.0064158961931662,False,250.0
601238,2025-11-26,0.1009732360097324,0.9866666666666668,0.43014124,1,0.43014124,-0.0293427230046947,0.0881578947368422,0.042875157629256,-0.0293427230046947,0.2154638910102575,1.7305,1.215443614091409,0.0540010802366594,0.0261492040600024,0.0612179864325637,0.4822695035459101,1.2102467087398023,1.0147776855995776,0.91608599295237,0.2154436140922628,0.9160715274317668,0.4656249999999999,1.7813845469027214,0.065317433386433,-0.0811111111111111,0.0895915678524374,-0.0333333333333333,292.0,5.0,missed_winners,0.0064158961931662,False,287.0
688396,2025-11-27,0.1656508489333914,1.0,0.5301424,1,0.5301424,0.0028334786399302,-0.0013023659648361,-0.0191856746962268,-0.0013023659648361,-0.0019391741798548,0.4356,0.9980296017939836,0.0099547180931715,0.0143653800353426,-0.006062529302683,0.0873655913978378,0.3388306497439593,0.339807125718115,-0.0204739578759252,-0.0019703982037299,-0.0205293099183774,0.0385005065856127,1.0364542470504892,0.6218725482302935,-0.155624885300055,0.0143298059964727,-0.3166666666666666,164.0,1.0,missed_winners,0.00243342067474935,False,159.0
603993,2025-11-27,0.1536050156739812,0.9966666666666668,0.52953047,1,0.52953047,-0.0018773466833541,0.0390879478827361,0.0101329955668143,-0.0087010565568675,-0.0142618797371588,0.9474,0.9857454999469506,0.0283979844229882,0.0280848001029287,0.0232561409603581,0.3424124513618314,0.4984424397649764,0.6387990978942394,-0.04973955176631,-0.0142545000520237,-0.0497492477432297,0.2636305323925594,1.2456181109015347,0.207603018483589,-0.1216960352422908,0.0583941605839415,-0.0166666666666666,168.0,2.0,missed_winners,0.00243342067474935,False,163.0
600362,2025-11-27,0.1394465545306565,0.9933333333333332,0.5192888,1,0.5192888,0.0045809754783077,0.0384401114206127,0.0043103448275862,-0.0140174556995503,0.0238865399692902,1.4193,1.0238782282491536,0.0242048171626021,0.0246842742416451,0.0174334902211301,0.2389380530973247,0.6298360698741906,0.7137595647767192,-0.0844609855168555,0.0238782282498923,-0.0844820579640964,-0.0566770186335401,1.0238782282491536,0.2320790650698082,-0.1743078626799556,0.0534049166431196,0.0966666666666666,209.0,3.0,missed_winners,0.00243342067474935,False,204.0
000630,2025-11-27,0.1284584980237153,0.99,0.53744614,1,0.53744614,0.0059523809523809,0.0410677618069814,0.0044947068376379,-0.009765625,-0.2427449746274038,1.4294,0.7572418469619433,0.0300537454493638,0.024402643554791,0.0176178522311817,0.434615284544354,0.3653990218085224,0.6060962264805017,-0.2100779896359984,-0.2427581530376554,-0.2100929497452447,-0.2973740241305891,0.7572418469619433,0.1665932063316275,-0.0948899284678528,0.0650567577696368,0.36,131.0,4.0,missed_winners,0.00243342067474935,False,126.0
002600,2025-11-27,0.1095588235294116,0.9866666666666668,0.49558446,1,0.49558446,0.0103550295857988,0.046743295019157,0.0278404815650865,0.0058910162002945,0.3570885480440253,2.4306,1.3570734648747909,0.017802775976237,0.0171902941265493,0.0409636269586303,0.2659981701143699,1.4478064332750549,1.0520128949737748,0.5379414523942891,0.3570734648755487,0.5379066853953913,0.1811722912966256,1.6029375739640075,0.1335781311636673,-0.1843776507172893,0.0722135007849293,-0.0533333333333333,273.0,5.0,missed_winners,0.00243342067474935,False,268.0
300394,2025-11-28,0.2213011011264397,1.0,0.5229858,1,0.5229858,0.0187632987297696,0.0695187165775401,0.0651924762354208,-0.007537688442211,-0.0542425498140102,4.714,0.945762126981517,0.0349460255309669,0.04635965464319,0.0503374562759348,0.4027711419015756,0.9553409922845608,0.9685701131947192,0.030132954371292,-0.0542378730182933,0.0301370820941022,-0.3210730088495576,0.945762126981517,0.0851185914283365,-0.1366120218579235,0.1194558594303527,-0.0166666666666666,190.0,1.0,missed_winners,-0.0022616917965754997,False,185.0
688396,2025-11-28,0.1564786913473957,0.9966666666666668,0.52296257,1,0.52296257,0.0091284503368831,0.0045434876676762,0.0097868638538494,0.0106660861993903,-0.1364078963820364,0.3356,0.86365741931941,0.0059291466570962,0.0104484946917925,-0.0050681561056365,0.2041984732824038,0.156214311201613,0.2049631067073925,-0.21933767623031,-0.1363425806783674,-0.2192806960405713,-0.1231343283582089,0.86365741931941,0.3915246967581325,-0.1206439393939394,0.0235890652557317,0.1099999999999999,191.0,2.0,missed_winners,-0.0022616917965754997,False,186.0
300502,2025-11-28,0.0842329545454544,0.9933333333333332,0.41905603,1,0.41905603,0.0205399061032862,0.141375689157259,0.1593333333333333,0.022941176470588,-0.2200268723354138,4.6814,0.7799681441641876,0.03949800609981,0.0363952127727768,0.1444783133738473,0.7796107745843522,1.272373296805901,1.1039013168959888,-0.0794743683809297,-0.2200318558356824,-0.0794811241915915,-0.348607367475292,0.7799681441641876,0.0051997876277612,-0.0675603217158178,0.2105391389091921,0.1499999999999999,297.0,3.0,missed_winners,-0.0022616917965754997,False,292.0
002938,2025-11-28,0.0755762411347517,0.99,0.5311887,1,0.5311887,0.0057945174949856,-0.0004429678848282,0.0666509099503662,0.0130190796857463,-0.4026098323647389,0.7408,0.5973904488487674,0.0245121283718736,0.0218382841950473,0.0517958899908803,0.2523768366464806,0.1483201869811704,0.4569107508081933,-0.2988810913329264,-0.4026095511507508,-0.2988832102971795,-0.4553706505295009,0.5973904488487674,0.0497825374040639,-0.1942510266023924,0.0691779199241886,0.26,143.0,4.0,missed_winners,-0.0022616917965754997,False,138.0
600066,2025-11-28,0.0666452028332261,0.9866666666666668,0.51621574,1,0.51621574,0.008101101749838,0.0071220459695695,0.0169990192873488,0.0120364346128822,-0.1363900875909026,0.3944,0.8636244197230802,0.0165631790165401,0.0132241390323832,0.0021439993278628,0.2713414634146335,0.167863709954588,0.3305386694795646,-0.1107857691750729,-0.1363755802750287,-0.110790458583217,-0.2891957757920391,0.8636244197230802,0.3022685469030781,-0.0713432835820895,0.0294506949040371,0.1566666666666666,213.0,5.0,missed_winners,-0.0022616917965754997,False,208.0
300394,2025-12-01,0.2539432176656151,1.0,0.52708817,1,0.52708817,0.0020253164556962,0.0087288945524051,0.0978434227862143,0.0018984938615365,-0.1218173212579952,4.5063,0.8781882385954449,0.0280786558777059,0.0461279066524701,0.0728026002824838,0.4104156712852354,0.1166666666666666,0.5816666666666667,-0.0259493415576301,-0.1218117614043838,-0.025940760562954,-0.0977340977340978,0.8781882385954449,0.0585458825730296,-0.1348633879781421,0.1217231118038826,0.2766666666666667,108.0,1.0,missed_winners,-0.00306139179725005,False,103.0
000807,2025-12-01,0.1172277227722773,0.9966666666666668,0.5128736,1,0.5128736,0.0218623481781377,0.0538622129436325,0.086993970714901,-0.0062992125984252,0.0039429298346811,1.5042,1.0039511973723176,0.0046495493617011,0.0331804470775756,0.0619531482111705,0.5728155339805632,0.429172897892842,0.5212944707184456,-0.0433276631521373,0.0039511973729877,-0.0433245140938231,-0.1573383084577113,1.0039511973723176,0.0769695917985443,-0.0801749271137025,0.1128747795414462,0.29,175.0,2.0,missed_winners,-0.00306139179725005,False,170.0
002028,2025-12-01,0.1111418302460603,0.9933333333333332,0.5036043,1,0.5036043,0.0130313588850174,0.0309929078014183,0.0649816849816851,0.0130313588850174,-0.2526866391708856,1.0434,0.7473034335557811,0.0273745998569928,0.0313516150024361,0.0399408624779546,0.6096927736910415,0.2055300506459108,0.5088218561239932,-0.2432658390017242,-0.2526965664436835,-0.2432714692891798,-0.2330316742081447,0.7473034335557811,0.117077537923739,-0.0584234730228641,0.0889138576779027,0.6366666666666667,204.0,3.0,missed_winners,-0.00306139179725005,False,199.0
