profile_name,active_config,date,stock_id,executed_weight,target_return,pred_return
regime_switch,aggressive,2025-11-26,000001,0.2,-0.0017152658662093,0.58508945
regime_switch,aggressive,2025-11-26,000895,0.2,0.0200296735905045,0.58912146
regime_switch,aggressive,2025-11-26,600000,0.2,0.0,0.57683444
regime_switch,aggressive,2025-11-26,600938,0.2,0.0283357245337158,0.5685645
regime_switch,aggressive,2025-11-26,300803,0.2,-0.0001640689089417,0.5604894
regime_switch,aggressive,2025-11-27,300803,0.2,-0.0018316543168761,0.57812
regime_switch,aggressive,2025-11-27,600415,0.125,0.0220541902961563,0.58677983
regime_switch,aggressive,2025-11-27,600048,0.125,-0.0429629629629629,0.5786412
regime_switch,aggressive,2025-11-27,688082,0.12499999999999996,0.0136354782157002,0.57164156
regime_switch,aggressive,2025-11-27,601728,0.125,0.0236336779911373,0.5777818
regime_switch,aggressive,2025-11-28,688012,0.125,0.0186757215619694,0.5700823
regime_switch,aggressive,2025-11-28,300347,0.125,-0.0415686274509803,0.58050644
regime_switch,aggressive,2025-11-28,300803,0.19999999999999998,-0.0076891615541922,0.56405437
regime_switch,aggressive,2025-11-28,600050,0.125,-0.0110905730129389,0.5792426
regime_switch,aggressive,2025-11-28,600196,0.125,-0.0033185840707965,0.5685278
regime_switch,aggressive,2025-12-01,300408,0.19875776397515527,0.0142823694685086,0.56501484
regime_switch,aggressive,2025-12-01,688012,0.19953416149068323,0.0421374045801527,0.58518463
regime_switch,aggressive,2025-12-01,688082,0.19904891304347822,0.0086983926883074,0.5599612
regime_switch,aggressive,2025-12-01,300803,0.2,0.0646019840309702,0.55919623
regime_switch,aggressive,2025-12-01,300347,0.19953416149068323,-0.0181782256471053,0.583658
regime_switch,aggressive,2025-12-02,300347,0.19999999999999998,0.0126945126945127,0.5660134
regime_switch,aggressive,2025-12-02,688012,0.2,0.0455540618398312,0.5778734
regime_switch,aggressive,2025-12-02,300803,0.2,0.0567771578601903,0.5734668
regime_switch,aggressive,2025-12-02,300408,0.19999999999999998,0.0585030791094267,0.56478906
regime_switch,aggressive,2025-12-02,002074,0.2,0.0074993535040083,0.5767257
regime_switch,aggressive,2025-12-03,002459,0.2,0.0,0.58902943
regime_switch,aggressive,2025-12-03,300803,0.2,0.056218200016682,0.5902703
regime_switch,aggressive,2025-12-03,688012,0.19999999999999998,0.0627197897747035,0.58362937
regime_switch,aggressive,2025-12-03,600515,0.1999999999999999,-0.0164609053497942,0.57432944
regime_switch,aggressive,2025-12-03,002074,0.2,0.0311345646437993,0.59324133
regime_switch,aggressive,2025-12-04,600515,0.2,0.0812499999999999,0.58455694
regime_switch,aggressive,2025-12-04,300803,0.2,0.0535817327508038,0.569288
regime_switch,aggressive,2025-12-04,002493,0.2,-0.016649323621228,0.58879286
regime_switch,aggressive,2025-12-04,002074,0.2,0.0221990075737791,0.572613
regime_switch,aggressive,2025-12-04,600547,0.19999999999999998,-0.0019712756969866,0.55710506
regime_switch,aggressive,2025-12-05,002916,0.16666666666666666,0.015684011749895,0.5682628
regime_switch,aggressive,2025-12-05,600515,0.2,0.0186335403726708,0.5743793
regime_switch,aggressive,2025-12-05,601298,0.16666666666666666,-0.0034722222222221,0.5710137
regime_switch,aggressive,2025-12-05,601838,0.16666666666666666,-0.0289085545722715,0.56901675
regime_switch,aggressive,2025-12-05,002493,0.19999999999999993,-0.0498981670061101,0.557862
regime_switch,aggressive,2025-12-08,600938,0.15789473684210525,0.0031802120141342,0.5729985
regime_switch,aggressive,2025-12-08,601298,0.19298245614035087,0.0128205128205128,0.5834808
regime_switch,aggressive,2025-12-08,600027,0.15789473684210525,0.0096339113680153,0.5710083
regime_switch,aggressive,2025-12-08,600741,0.15789473684210525,0.0081012658227848,0.57464445
regime_switch,aggressive,2025-12-08,002493,0.19999999999999987,-0.038341968911917,0.55588496
regime_switch,aggressive,2025-12-09,000333,0.2,0.0033758439609902,0.57996833
regime_switch,aggressive,2025-12-09,600938,0.2,-0.0007087172218283,0.5791883
regime_switch,aggressive,2025-12-09,600027,0.2,0.0173076923076924,0.5786068
regime_switch,aggressive,2025-12-09,600741,0.2,0.018935516888434,0.5826647
regime_switch,aggressive,2025-12-09,601298,0.2,0.0198366394399066,0.5815588
regime_switch,aggressive,2025-12-10,600027,0.2,-0.0038240917782026,0.57801104
regime_switch,aggressive,2025-12-10,601059,0.16666666666666666,0.0,0.5823983
regime_switch,aggressive,2025-12-10,002236,0.16666666666666666,-0.0457894736842105,0.56243235
regime_switch,aggressive,2025-12-10,600741,0.2,-0.0095959595959594,0.57480395
regime_switch,aggressive,2025-12-10,601995,0.16666666666666666,0.0,0.58142996
regime_switch,aggressive,2025-12-11,300347,0.1,0.010282258064516,0.569927
regime_switch,aggressive,2025-12-11,600584,0.1,-0.0225151015925314,0.569461
regime_switch,aggressive,2025-12-11,002459,0.1,-0.0053811659192825,0.5650097
regime_switch,aggressive,2025-12-11,002049,0.1,-0.0202578268876611,0.565825
regime_switch,aggressive,2025-12-11,600460,0.1,-0.0164992826398853,0.5652839
regime_switch,aggressive,2025-12-12,002459,0.17142857142857143,-0.0053956834532373,0.5554943
regime_switch,aggressive,2025-12-12,600460,0.17142857142857143,-0.0075431034482758,0.5578573
regime_switch,aggressive,2025-12-12,600150,0.14285714285714288,-0.0430832356389213,0.55742276
regime_switch,aggressive,2025-12-12,300014,0.14285714285714282,-0.0257891770011273,0.5483955
regime_switch,aggressive,2025-12-12,600584,0.1714285714285714,-0.0139802631578945,0.5500896
regime_switch,aggressive,2025-12-15,300014,0.17733990147783252,-0.0047826086956521,0.59396416
regime_switch,aggressive,2025-12-15,300316,0.1206896551724138,0.0092325447201384,0.5676718
regime_switch,aggressive,2025-12-15,300124,0.1206896551724138,0.0009754738015607,0.5818426
regime_switch,aggressive,2025-12-15,002049,0.13201970443349753,0.0137113951011714,0.5718181
regime_switch,aggressive,2025-12-15,600276,0.1206896551724138,-0.0092864125122189,0.571676
regime_switch,aggressive,2025-12-16,601899,0.1432604093154552,0.0821603927986906,0.5854478
regime_switch,aggressive,2025-12-16,600482,0.1432604093154552,0.0434560327198364,0.5821764
regime_switch,aggressive,2025-12-16,600150,0.15933196825319573,0.0152998776009792,0.5791815
regime_switch,aggressive,2025-12-16,300014,0.1935713764249038,0.0100950987564008,0.5799364
regime_switch,aggressive,2025-12-16,002459,0.1625462800407438,0.0321100917431193,0.5672944
regime_switch,aggressive,2025-12-17,600795,0.1171611462161134,-0.0033726812816187,0.5753541
regime_switch,aggressive,2025-12-17,003816,0.1171611462161134,0.0,0.57925653
regime_switch,aggressive,2025-12-17,601899,0.17649878671762706,0.055465455724943,0.55880994
regime_switch,aggressive,2025-12-17,600027,0.118492495737036,-0.0057034220532318,0.5694704
regime_switch,aggressive,2025-12-17,600023,0.1171611462161134,0.0019493177387914,0.5809298
regime_switch,aggressive,2025-12-18,601899,0.19313469226662403,0.037289234760052,0.5603428
regime_switch,aggressive,2025-12-18,601689,0.14157486551109003,0.0031884057971014,0.5580019
regime_switch,aggressive,2025-12-18,000725,0.14157486551109003,-0.0169902912621359,0.57076716
regime_switch,aggressive,2025-12-18,003816,0.17580064413384638,0.0,0.5832271
regime_switch,aggressive,2025-12-18,688111,0.14157486551109003,-0.0116772131254486,0.5513761
regime_switch,aggressive,2025-12-19,688111,0.18232614720637366,0.0,0.56798
regime_switch,aggressive,2025-12-19,000100,0.13949914553647755,-0.0262008733624454,0.561986
regime_switch,aggressive,2025-12-19,600803,0.13949914553647755,-0.0510849909584087,0.5687808
regime_switch,aggressive,2025-12-19,000725,0.18232614720637366,-0.0073349633251834,0.5757437
regime_switch,aggressive,2025-12-19,000651,0.13949914553647755,-0.0063198833252309,0.5770862
regime_switch,aggressive,2025-12-22,000100,0.17465358736515046,-0.0089086859688196,0.56024003
regime_switch,aggressive,2025-12-22,601211,0.11621138954283179,-0.0038443056222969,0.56375533
regime_switch,aggressive,2025-12-22,000001,0.11621138954283179,0.0017361111111111,0.578527
regime_switch,aggressive,2025-12-22,300628,0.11621138954283179,0.0052327182594326,0.572355
regime_switch,aggressive,2025-12-22,600999,0.11621138954283179,-0.002979737783075,0.5768592
regime_switch,aggressive,2025-12-23,600803,0.1441987965126612,0.0033751205400193,0.56736547
regime_switch,aggressive,2025-12-23,300628,0.16697105189459513,0.0038599393438102,0.5774851
regime_switch,aggressive,2025-12-23,600887,0.12116124631929803,-0.0017355085039916,0.56723636
regime_switch,aggressive,2025-12-23,300999,0.12116124631929802,-0.0027624309392264,0.56489414
regime_switch,aggressive,2025-12-23,601117,0.12116124631929802,-0.0039164490861618,0.5650804
regime_switch,aggressive,2025-12-24,000408,0.10000000000000003,0.0602226720647772,0.5760339
