profile_name,date,stock_id,target_weight,executed_weight,pred_return,target_return,selection_score,selection_score_final,rerank_signal_score,risk_penalty,secondary_candidate_size,secondary_screen_mode,secondary_signal_score,volatility_20d,volatility_5d,turnover_rate,turnover_ratio_10d,amplitude_ratio_5d,turnover_spike_5d,crowding_reversal_risk_5d
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-26,600941,0.20276645391980866,0.16221316313584694,0.54859453,-0.0113280530484434,0.9753333333333334,0.9753333333333334,0.0,0.24666666666666665,20,quality_layer,0.33999999999999997,0.0057043386453258,0.003607903873591,1.0859,-0.1360558830783428,-0.0929878048780491,0.7882778245587936,0.1313796374264655
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-26,600803,0.20073857326918562,0.1605908586153485,0.543108,0.0396559961777352,0.9036666666666666,0.9036666666666666,0.0,0.63,20,quality_layer,-0.00666666666666671,0.0103952789422884,0.0180648438284963,0.3657,-0.1834684171746264,-0.1445511010728403,0.631933644374232,0.0968964921373822
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-26,601728,0.20003124911328063,0.16002499929062453,0.5411943,0.0190336749633966,0.8841666666666667,0.8841666666666667,0.0,0.4916666666666667,20,quality_layer,0.08999999999999997,0.0079260273370132,0.0065309942732948,0.1667,0.2561223720895185,2.220446049250313e-16,1.0314317534894724,0.2097244565428594
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-26,600050,0.1994426217643085,0.1595540974114468,0.53960174,0.0,0.8706666666666667,0.8706666666666667,0.0,0.2933333333333334,20,quality_layer,0.20499999999999996,0.0072964178870625,0.0132413755214649,0.5092,-0.2572495478149251,-0.3245227606461086,0.6943005181337687,0.1180310880827407
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-26,601186,0.19702110193341665,0.15761688154673334,0.5330502,0.0077619663648124,0.8168333333333334,0.8168333333333334,0.0,0.165,20,quality_layer,0.235,0.0059976078515267,0.0088082456514625,0.1496,-0.5016489556614144,-0.2524271844660195,0.5090859592986148,0.2206039156960664
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-27,600941,0.20238182301847282,0.20238182301847282,0.54842174,-0.0125879303961495,0.9501612903225807,0.9501612903225807,0.0,0.17580645161290326,20,quality_layer,0.29516129032258065,0.0059264285834298,0.0037909930464205,0.9458,-0.2068696592843546,-0.2457627118644069,0.7572094214843503,0.242307014874992
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-27,600803,0.2037080725602626,0.2037080725602626,0.55201566,0.0341280972417017,0.932258064516129,0.932258064516129,0.0,0.6774193548387097,20,quality_layer,-0.032258064516129004,0.0105566098420881,0.0185959511606198,0.4765,0.0416438955077058,-0.2438356164383561,0.7742428181451086,0.09548994757123
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-27,600050,0.19830126752940344,0.19830126752940344,0.5373641,-0.0055248618784529,0.9030645161290322,0.9030645161290322,0.0,0.3241935483870968,20,quality_layer,0.08064516129032256,0.0072979057007891,0.0111053349342166,0.4232,-0.3353853885294302,-0.337568058076225,0.7012892320937575,0.3272683083104201
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-27,601728,0.19815395239242695,0.19815395239242695,0.5369649,0.0236336779911373,0.8570967741935483,0.8570967741935483,0.0,0.4612903225806452,20,quality_layer,0.01774193548387093,0.0081572438301347,0.0070088946460592,0.1327,0.0069049245011001,0.0232558139534884,0.8553564522311761,0.3734393441058902
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-27,600036,0.1974548844994341,0.1974548844994341,0.53507054,-0.0011600928074246,0.8085483870967742,0.8085483870967742,0.0,0.6241935483870968,20,quality_layer,-0.09354838709677427,0.0105937945887987,0.0088836014083122,0.3012,0.0438760657101269,0.0350678733031675,0.968239681107856,0.2906361983958932
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-28,600803,0.2085690245243449,0.20856433213188022,0.5590403,-0.0110142267094996,0.9433333333333334,0.9433333333333334,0.0,0.5666666666666667,20,quality_layer,0.0759259259259259,0.0103594350237514,0.0087001950453138,0.3791,-0.1866901227151806,-0.2653061224489795,0.7929303492976514,0.1004378442443692
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-28,600941,0.19814393665092364,0.19814802758335912,0.5310973,-0.0046860356138706,0.8983333333333333,0.8983333333333333,0.0,0.2759259259259259,20,quality_layer,0.13703703703703707,0.0058670976811083,0.0042577800199718,0.8819,-0.256464517869639,-0.326568265682657,0.8071276907299685,0.6268691731336088
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-28,000651,0.19792982370920098,0.19773875734603438,0.5305234,0.0128649183572488,0.8642592592592592,0.8642592592592592,0.0,0.2462962962962963,20,quality_layer,0.18148148148148147,0.0067531827199083,0.0036819990353505,0.3706,-0.3848554260863792,-0.2959183673469389,0.643268763450942,0.3773843412245526
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-28,000538,0.1975957269339568,0.19740498308234808,0.5296279,-0.0058865501248661,0.7946296296296296,0.7946296296296296,0.0,0.20185185185185187,20,quality_layer,0.2,0.0064134455241541,0.0016051951630752,0.2424,-0.3297201636987058,-0.3946188340807174,0.8153380423786905,0.4049512277147496
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-28,601728,0.19776148818157374,0.19776186703660445,0.5300722,0.0072992700729928,0.7898148148148149,0.7898148148148149,0.0,0.6203703703703703,20,quality_layer,-0.07222222222222219,0.0070038973949449,0.0089270627406187,0.1569,0.1291831594098598,0.2553191489361701,1.0544354838638816,0.5868195207007006
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-01,600803,0.20273663492326638,0.20467611994944945,0.54698944,-0.026660641662901,0.895625,0.895625,0.0,0.6270833333333332,20,quality_layer,0.04999999999999999,0.0116183777032164,0.0113449260343075,0.5644,0.1352025423387908,0.2398373983739838,1.2905291077850405,0.1440041626369892
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-01,000651,0.20032795489096175,0.19946625777656912,0.54049075,0.0007343941248469,0.7939583333333333,0.7939583333333333,0.0,0.39375000000000004,20,quality_layer,0.16875,0.0070197786530141,0.0055568070452145,0.7413,0.2149471441448824,0.2620423892100196,1.2447526614480224,0.7016823448637954
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-01,600515,0.1996942516853568,0.13323506599085758,0.538781,-0.0359281437125748,0.7279166666666667,0.7279166666666667,0.0,0.6375000000000001,20,quality_layer,-0.11250000000000004,0.0236269605165606,0.0133584034000724,1.4202,-0.245429380542258,-0.1482067510548523,0.9681113580273978,0.2194385744862101
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-01,601838,0.1993977501188191,0.13303724153947433,0.53798103,-0.0122377622377622,0.6889583333333333,0.6889583333333333,0.0,0.6104166666666666,20,quality_layer,-0.039583333333333304,0.0090208873498561,0.0112383187493119,1.1032,0.3658029291966373,0.2750716332378224,1.3024178315058292,0.8414091893319416
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-01,000938,0.19784340838159598,0.13200019203913335,0.53378737,-0.0102685624012638,0.6468750000000001,0.6468750000000001,0.0,0.6145833333333333,20,quality_layer,0.006249999999999978,0.0146648538349202,0.0105355399118529,1.7454,0.1521780746862766,0.0185185185185181,1.1863139579133908,0.3020706837279466
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-02,600803,0.20188889799760468,0.20315366145155309,0.5337179,-0.0105698529411763,0.8427777777777777,0.8427777777777777,0.0,0.4611111111111111,20,quality_layer,0.10555555555555551,0.0120167995574084,0.0151310763739442,0.2997,-0.3953028529922118,-0.114103472714387,0.718567181354372,0.0886232857003725
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-02,600690,0.20035883800990234,0.10944159483062327,0.529673,-0.0223021582733812,0.7305555555555555,0.7305555555555555,0.0,0.47222222222222227,20,quality_layer,0.14444444444444443,0.0096231755982584,0.0085583399001594,0.5767,0.0300973475037957,0.1391304347826087,0.9862165674789894,0.2396649188911261
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-02,601728,0.20029042429154695,0.13926972326470277,0.52949214,-0.0215517241379309,0.6777777777777778,0.6777777777777778,0.0,0.4444444444444444,20,quality_layer,0.09444444444444444,0.0072614337835857,0.0090140097111728,0.1713,0.1611984815618221,0.1379800853485064,1.1694429273541136,0.4036768378917946
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-02,603501,0.19884337920282882,0.10861380889218594,0.5256667,-0.0008257638315442,0.5544444444444445,0.5544444444444445,0.0,0.5666666666666667,20,quality_layer,0.08333333333333331,0.012366746345599,0.0097692381459266,0.9958,0.0607497044004388,0.031678082191781,0.9834284698483244,0.1961524422308773
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-02,000157,0.19861846049811727,0.1084909520120235,0.5250721,0.0439560439560441,0.4838888888888889,0.4838888888888889,0.0,0.7166666666666667,20,quality_layer,-0.12777777777777777,0.0150103410391344,0.0157179059809935,0.6286,-0.136111263811775,0.0108695652173911,0.9332224828514308,0.2264078893178688
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-03,002074,0.20534683827807765,0.12041746689738117,0.55326843,0.0311345646437993,0.8905,0.8905,0.0,0.595,20,quality_layer,-0.16749999999999998,0.0215725594036701,0.0141553182624139,1.4134,-0.3929215703118288,0.161400512382579,0.702715602533285,0.5304872695469035
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-03,002493,0.20050295587530162,0.11757696516975677,0.5402175,-0.0286885245901638,0.7955,0.7955,0.0,0.545,20,quality_layer,-0.022499999999999964,0.0229741327327317,0.0068053780270758,0.2797,-0.2665338018566108,-0.0996015936254981,0.8372747410619732,0.1562912849982349
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-03,000938,0.19908657568561386,0.14151959103537903,0.53640133,0.01894397420395,0.73975,0.73975,0.0,0.6025,20,quality_layer,-0.15000000000000013,0.0144342268738815,0.0147347133211733,0.88,-0.3805783146099051,0.1721404303510758,0.7414897202555261,0.547551950274763
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-03,600803,0.19761696483617952,0.19990688644886356,0.53244174,-0.0393309222423148,0.709,0.709,0.0,0.41,20,quality_layer,0.16499999999999998,0.0121082919943947,0.0151688558799798,0.2207,-0.5434328389085419,-0.1128433556050482,0.5686971758385676,0.0625566893422424
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-03,601838,0.1974466653248275,0.14075255979255552,0.5319829,-0.0244612696563774,0.62375,0.62375,0.0,0.2625,20,quality_layer,0.22499999999999998,0.0087556889501045,0.0102641802528207,0.557,-0.3091901277440158,-0.3287037037037037,0.7873236649410748,0.2073285651011496
