profile_name,date,stock_id,target_weight,executed_weight,pred_return,target_return,selection_score,selection_score_final,rerank_signal_score,risk_penalty,secondary_candidate_size,secondary_screen_mode,secondary_signal_score,secondary_screen_weight,local_tiebreak_start_rank,local_tiebreak_end_rank,volatility_20d,volatility_5d,turnover_rate,turnover_ratio_10d,amplitude_ratio_5d,turnover_spike_5d,crowding_reversal_risk_5d
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-11-26,000001,0.20314905814443723,0.20314905814443723,0.58508945,-0.0017152658662093,1.1128333333333333,1.1128333333333333,0.0,0.3983333333333333,0,none,0.0,0.0,8,15,0.0088244709956309,0.0125233763903213,0.4232,-0.2774087796882203,-0.0264976958525346,0.6766003709140553,0.2480868026684869
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-11-26,000895,0.2045490133716746,0.2045490133716746,0.58912146,0.0200296735905045,1.1068,1.1068,0.0,0.356,0,none,0.0,0.0,8,15,0.0077266537932346,0.0039653138594815,0.3122,-0.0666387634906874,0.4854260089686097,0.9006981709050236,0.6778797145750064
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-11-26,600000,0.20028283400302957,0.20028283400302957,0.57683444,0.0,1.0908666666666667,1.0908666666666667,0.0,0.4806666666666667,0,none,0.0,0.0,8,15,0.0117611224609021,0.0117126645683932,0.1828,-0.3319445967181961,-0.0307692307692307,0.7115609186426175,0.2348151031520637
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-11-26,600938,0.197411426012489,0.197411426012489,0.5685645,0.0283357245337158,1.0877333333333334,1.0877333333333334,0.0,0.7813333333333334,0,none,0.0,0.0,8,15,0.0194076918357623,0.0132168683831055,1.3759,-0.0004576725534497,0.1351351351351353,1.0610617558138526,1.088018459880475
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-11-26,300803,0.19460766846836966,0.19460766846836966,0.5604894,-0.0001640689089417,1.0507333333333333,1.0507333333333333,0.0,0.9246666666666667,0,none,0.0,0.0,8,15,0.0272183310989206,0.0214242402729174,3.398,0.0656246667962894,0.0173577627772418,1.0256750801399888,0.3965218318496831
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-11-27,300803,0.19983654205989032,0.19785383396238226,0.57812,-0.0018316543168761,1.2033112582781458,1.2033112582781458,0.0,0.7880794701986756,0,none,0.0,0.0,8,15,0.0229212959324104,0.0188547423445614,2.7362,-0.1156031623926099,-0.198008849557522,0.8459631093052709,0.1945715151402123
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-11-27,600415,0.20282995256640543,0.12591996758938576,0.58677983,0.0220541902961563,1.1959933774834437,1.1959933774834437,0.0,0.7195364238410596,0,none,0.0,0.0,8,15,0.0209794013737488,0.0120230307071043,0.552,-0.1567111735769499,0.1764705882352937,0.9102902374655174,0.2213254695014198
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-11-27,600048,0.20001670328199234,0.12417345897844387,0.5786412,-0.0429629629629629,1.1474503311258277,1.1474503311258277,0.0,0.5798013245033113,0,none,0.0,0.0,8,15,0.0108164288675635,0.0121954860456197,1.0778,0.0044640776879991,0.3438520130576716,1.1608219886253222,1.3675763003824732
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-11-27,688082,0.19759716433979335,0.12267137182944055,0.57164156,0.0136354782157002,1.1398344370860927,1.1398344370860927,0.0,0.8413907284768212,0,none,0.0,0.0,8,15,0.0217968705467369,0.0171024057563602,0.5467,-0.0732013290838816,0.2196639701306784,0.9369965378930226,0.9256849430982969
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-11-27,601728,0.19971963775191856,0.12398903610871724,0.5777818,0.0236336779911373,1.0763245033112583,1.0763245033112583,0.0,0.40894039735099336,0,none,0.0,0.0,8,15,0.0081572438301347,0.0070088946460592,0.1327,0.0069049245011001,0.0232558139534884,0.8553564522311761,0.3734393441058902
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-11-28,688012,0.19916140627773937,0.12401941238826582,0.5700823,0.0186757215619694,1.2203401360544217,1.2203401360544217,0.0,0.8931972789115646,0,none,0.0,0.0,8,15,0.028777639245925,0.0126898117843831,1.8046,0.0219151707344698,0.0398344542162441,1.0886824324317756,0.6188537282752379
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-11-28,300347,0.20280313727278346,0.12628714762132429,0.58050644,-0.0415686274509803,1.1574149659863946,1.1574149659863946,0.0,0.5700680272108843,0,none,0.0,0.0,8,15,0.0195245099241311,0.0098297474405359,1.2893,-0.3384439347526028,-0.4264448336252188,0.8464305878331125,0.2200719528366092
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-11-28,300803,0.19705551557433781,0.1973567146698726,0.56405437,-0.0076891615541922,1.0886054421768707,1.0886054421768707,0.0,0.6581632653061225,0,none,0.0,0.0,8,15,0.023458345540189,0.0101875060064378,2.0902,-0.3090065191806725,-0.2694610778443114,0.7093840149327305,0.1087722156230186
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-11-28,600050,0.20236160777483195,0.12601220364542332,0.5792426,-0.0110905730129389,1.080204081632653,1.080204081632653,0.0,0.33537414965986395,0,none,0.0,0.0,8,15,0.0071587365191244,0.0057923221952966,0.4871,-0.2228657125991161,-0.1294117647058823,0.9673127333367086,0.5352463791129788
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-11-28,600196,0.19861833310030738,0.12368123634498654,0.5685278,-0.0033185840707965,1.065,1.065,0.0,0.4207482993197279,0,none,0.0,0.0,8,15,0.0118635189969446,0.010328880514333,0.4114,-0.3779296579671576,-0.4000000000000001,0.7046209707794597,0.3053357540044326
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-12-01,300408,0.19804132113014905,0.19514972568545833,0.56501484,0.0142823694685086,1.2625163398692811,1.2625163398692811,0.0,0.9186274509803921,0,none,0.0,0.0,8,15,0.0285545174624103,0.0260746136847553,1.6381,0.4048162187194484,0.1608670849971474,1.3950062166799555,0.8474947921623165
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-12-01,688012,0.20511096174085877,0.2039269464385332,0.58518463,0.0421374045801527,1.233235294117647,1.233235294117647,0.0,0.7774509803921569,0,none,0.0,0.0,8,15,0.029153589819269,0.0132361958218027,2.0721,0.1461681002295545,-0.2040481400437633,1.1844090815549853,1.133084688020936
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-12-01,688082,0.196269987934518,0.19408003121555228,0.5599612,0.0086983926883074,1.188921568627451,1.188921568627451,0.0,0.7604575163398694,0,none,0.0,0.0,8,15,0.0162885314313008,0.0130285220397554,0.6637,0.1076435246995994,0.3763440860215055,1.1406131848471497,0.5337579118768597
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-12-01,300803,0.19600186104881542,0.19602164322627472,0.55919623,0.0646019840309702,1.1612091503267974,1.1612091503267974,0.0,0.6898692810457516,0,none,0.0,0.0,8,15,0.0240018793317848,0.0099760136278544,3.0775,-0.0105646934759963,-0.0867579908675799,1.0574656559891358,0.2432171008775012
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-12-01,300347,0.20457586814565884,0.20343277686376388,0.583658,-0.0181782256471053,1.1565032679738563,1.1565032679738563,0.0,0.5434640522875818,0,none,0.0,0.0,8,15,0.0191711189774091,0.0041742182667302,1.8503,-0.0092579206356856,0.0412757973733584,1.2065075639011436,0.9254795825534384
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-12-02,300347,0.19798512163743,0.19798512163743,0.5660134,0.0126945126945127,1.2435430463576158,1.2435430463576158,0.0,0.9221854304635762,0,none,0.0,0.0,8,15,0.0202453102750629,0.0175855923827937,2.2207,0.2248961648565612,0.5190901705930138,1.3262027614535103,1.9071750949166808
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-12-02,688012,0.2021336162536704,0.2021336162536704,0.5778734,0.0455540618398312,1.2207284768211921,1.2207284768211921,0.0,0.7357615894039736,0,none,0.0,0.0,8,15,0.0259647311905357,0.0132359603576725,1.2755,-0.2432153409832563,-0.1122787610619465,0.7561027659544761,0.6855331744653916
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-12-02,300803,0.2005922371325975,0.2005922371325975,0.5734668,0.0567771578601903,1.2125496688741721,1.2125496688741721,0.0,0.7526490066225165,0,none,0.0,0.0,8,15,0.0227034440564518,0.0181452819124308,2.2299,-0.2337955963605376,-0.1983695652173913,0.8239480335207349,0.3872555757547453
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-12-02,300408,0.19755686127499764,0.19755686127499764,0.56478906,0.0585030791094267,1.1724503311258279,1.1724503311258279,0.0,0.7072847682119207,0,none,0.0,0.0,8,15,0.0276138725602519,0.0112963808131074,0.7899,-0.285203652257323,-0.0700636942675161,0.7596653202531644,0.7216820542405061
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-12-02,002074,0.20173216370130453,0.20173216370130453,0.5767257,0.0074993535040083,1.1714900662251655,1.1714900662251655,0.0,0.5937086092715232,0,none,0.0,0.0,8,15,0.0225641889762198,0.0116630552587691,1.5126,-0.3878591663294212,-0.3692178301093356,0.6976422404247391,0.3162644823258817
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-12-03,002459,0.2009996437911461,0.2009996437911461,0.58902943,0.0,1.2598064516129033,1.2598064516129033,0.0,0.9090322580645162,0,none,0.0,0.0,8,15,0.0286647407132039,0.0160063038383395,1.4837,-0.0436133457095709,0.2816326530612245,1.1766431924873295,1.4175428763043276
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-12-03,300803,0.2014230766712165,0.2014230766712165,0.5902703,0.056218200016682,1.2189354838709678,1.2189354838709678,0.0,0.7512903225806452,0,none,0.0,0.0,8,15,0.0226912451997063,0.0175028027228935,1.9693,-0.3130620417332338,0.2686567164179103,0.8135518999261289,0.7706481678902235
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-12-03,688012,0.19915693427415165,0.19915693427415165,0.58362937,0.0627197897747035,1.2066129032258064,1.2066129032258064,0.0,0.7532258064516129,0,none,0.0,0.0,8,15,0.0259061414287168,0.0123175605056943,1.5217,-0.0999639204831105,-0.0308839190628326,0.8942759755518955,0.813791137752225
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-12-03,600515,0.19598343814292676,0.19598343814292676,0.57432944,-0.0164609053497942,1.2006774193548388,1.2006774193548388,0.0,0.776451612903226,0,none,0.0,0.0,8,15,0.0220426192742335,0.019676887726696,1.3464,-0.1677278178199216,-0.0375825292026409,1.024688727205528,0.4986818472400237
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-12-03,002074,0.20243690712055892,0.20243690712055892,0.59324133,0.0311345646437993,1.1906451612903226,1.1906451612903226,0.0,0.635483870967742,0,none,0.0,0.0,8,15,0.0215725594036701,0.0141553182624139,1.4134,-0.3929215703118288,0.161400512382579,0.702715602533285,0.5304872695469035
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-12-04,600515,0.20351132258382498,0.20351132258382498,0.58455694,0.0812499999999999,1.2411184210526316,1.2411184210526316,0.0,0.825657894736842,0,none,0.0,0.0,8,15,0.0213629848089119,0.0207087443713092,1.1402,-0.2494240010532552,0.0396542958820538,0.8585714070564763,0.4998657729339484
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-12-04,300803,0.19819549796312497,0.19819549796312497,0.569288,0.0535817327508038,1.2229605263157894,1.2229605263157894,0.0,0.8967105263157895,0,none,0.0,0.0,8,15,0.023116097492914,0.0190132314067791,2.3097,-0.1706255588232127,0.320816864295125,0.9890293407323238,0.5617204519844354
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-12-04,002493,0.20498604236314924,0.20498604236314924,0.58879286,-0.016649323621228,1.1816776315789475,1.1816776315789475,0.0,0.605592105263158,0,none,0.0,0.0,8,15,0.0206799417480099,0.0104805010055879,0.2016,-0.4475501479776389,-0.0506329113924051,0.7042056727654598,0.4107866424465181
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-12-04,002074,0.19935308433544863,0.19935308433544863,0.572613,0.0221990075737791,1.1745065789473685,1.1745065789473685,0.0,0.6694078947368421,0,none,0.0,0.0,8,15,0.0213345233863057,0.0140811087443916,1.2188,-0.4354140127388535,-0.0500463392029657,0.7118410447495521,0.4626966790872089
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-12-04,600547,0.19395405275445224,0.19395405275445224,0.55710506,-0.0019712756969866,1.1013157894736842,1.1013157894736842,0.0,0.9078947368421053,0,none,0.0,0.0,8,15,0.0223288246011428,0.0142840367063133,0.7659,-0.0149829592952221,0.7286245353159855,0.982880755606767,1.285600720670041
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-12-05,002916,0.2000548805153593,0.16632472205811266,0.5682628,0.015684011749895,1.24075,1.24075,0.0,0.9275,0,none,0.0,0.0,8,15,0.0252869384143066,0.014422891608417,2.0262,0.637253951323572,0.7002518891687657,1.859274348949458,2.739736761046431
lstm_sl20_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs180_v2086_v5100_rp-30_mt100,2025-12-05,600515,0.2022081724019164,0.20242788942164686,0.5743793,0.0186335403726708,1.21565625,1.21565625,0.0,0.7396875,0,none,0.0,0.0,8,15,0.0208509927200839,0.0149168321508062,1.3565,-0.089719500738156,0.0477453580901856,1.026143395312173,0.906698852436092
