profile_name,date,stock_id,target_weight,executed_weight,pred_return,target_return,selection_score,selection_score_final,rerank_signal_score,risk_penalty,volatility_20d,volatility_5d,turnover_rate,turnover_ratio_10d,amplitude_ratio_5d
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-26,600941,0.20278080683960828,0.16222464547168666,0.54859453,-0.0113280530484434,0.97390625,1.04265625,0.34375,0.2609375,0.0057043386453258,0.003607903873591,1.0859,-0.1360558830783428,-0.0929878048780491
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-26,600803,0.20075278264448967,0.16060222611559177,0.543108,0.0396559961777352,0.905625,1.005625,0.5,0.63125,0.0103952789422884,0.0180648438284963,0.3657,-0.1834684171746264,-0.1445511010728403
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-26,600050,0.1994567394050694,0.15956539152405555,0.53960174,0.0,0.8753125,0.9565625000000001,0.40625,0.309375,0.0072964178870625,0.0132413755214649,0.5092,-0.2572495478149251,-0.3245227606461086
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-26,601728,0.20004540842030819,0.16003632673624657,0.5411943,0.0190336749633966,0.8871875,0.8809375,-0.03125,0.503125,0.0079260273370132,0.0065309942732948,0.1667,0.2561223720895185,2.220446049250313e-16
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-26,000001,0.1969642626905244,0.15757141015241954,0.5328587,-0.0017152658662093,0.76703125,0.79828125,0.15625,0.4546875,0.0088244709956309,0.0125233763903213,0.4232,-0.2774087796882203,-0.0264976958525346
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-27,600803,0.20396072812121208,0.20213258887051327,0.55201566,0.0341280972417017,0.9312121212121212,1.0312121212121212,0.5,0.687878787878788,0.0105566098420881,0.0185959511606198,0.4765,0.0416438955077058,-0.2438356164383561
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-27,600941,0.20263283365530255,0.20092908948862181,0.54842174,-0.0125879303961495,0.9525757575757576,0.9616666666666667,0.045454545454545414,0.1712121212121212,0.0059264285834298,0.0037909930464205,0.9458,-0.2068696592843546,-0.2457627118644069
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-27,600050,0.1985472171246008,0.1969036131681031,0.5373641,-0.0055248618784529,0.9056060606060606,0.9025757575757576,-0.015151515151515138,0.33787878787878795,0.0072979057007891,0.0111053349342166,0.4232,-0.3353853885294302,-0.337568058076225
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-27,600036,0.1976997843405568,0.18936410116679753,0.53507054,-0.0011600928074246,0.8145454545454546,0.853939393939394,0.19696969696969702,0.6424242424242425,0.0105937945887987,0.0088836014083122,0.3012,0.0438760657101269,0.0350678733031675
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-27,601838,0.19715943675832776,0.1888465364432559,0.5336081,0.0117855038302888,0.7910606060606061,0.8486363636363637,0.28787878787878785,0.5742424242424242,0.0079123949950431,0.0095134458383348,0.9315,0.1270417422867513,0.2983770287141074
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-28,600803,0.20660127757972113,0.20515898257920204,0.5590403,-0.0110142267094996,0.9433333333333334,1.0433333333333334,0.5,0.5666666666666668,0.0103594350237514,0.0087001950453138,0.3791,-0.1866901227151806,-0.2653061224489795
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-28,000651,0.19606245243131384,0.1327821674679602,0.5305234,0.0128649183572488,0.8438333333333333,0.8771666666666667,0.16666666666666663,0.22833333333333336,0.0067531827199083,0.0036819990353505,0.3706,-0.3848554260863792,-0.2959183673469389
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-28,600941,0.19627454532193908,0.19777682624105278,0.5310973,-0.0046860356138706,0.8738333333333334,0.8538333333333333,-0.09999999999999998,0.26166666666666666,0.0058670976811083,0.0042577800199718,0.8819,-0.256464517869639,-0.326568265682657
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-28,300347,0.20516601959980005,0.13894750593706476,0.55515665,-0.0415686274509803,0.902,0.8253333333333334,-0.3833333333333333,0.6466666666666668,0.0195245099241311,0.0098297474405359,1.2893,-0.3384439347526028,-0.4264448336252188
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-28,601728,0.19589570506722584,0.1348470868180063,0.5300722,0.0072992700729928,0.7723333333333333,0.8123333333333334,0.19999999999999996,0.61,0.0070038973949449,0.0089270627406187,0.1569,0.1291831594098598,0.2553191489361701
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-01,600803,0.20087525351212648,0.20190160589381187,0.54698944,-0.026660641662901,0.8982692307692308,0.9982692307692308,0.5,0.6326923076923078,0.0116183777032164,0.0113449260343075,0.5644,0.1352025423387908,0.2398373983739838
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-01,300347,0.20258344591653837,0.18733670702711808,0.5516409,-0.0181782256471053,0.9484615384615385,0.8638461538461538,-0.4230769230769231,0.5153846153846154,0.0191711189774091,0.0041742182667302,1.8503,-0.0092579206356856,0.0412757973733584
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-01,000651,0.1984886882408724,0.18274585226044993,0.54049075,0.0007343941248469,0.8078846153846154,0.8540384615384615,0.23076923076923073,0.38269230769230766,0.0070197786530141,0.0055568070452145,0.7413,0.2149471441448824,0.2620423892100196
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-01,688012,0.2001918090898791,0.15222721169446699,0.5451284,0.0421374045801527,0.8442307692307693,0.7673076923076925,-0.3846153846153846,0.7884615384615384,0.029153589819269,0.0132361958218027,2.0721,0.1461681002295545,-0.2040481400437633
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-01,600515,0.19786080324058358,0.150454699010282,0.538781,-0.0359281437125748,0.7438461538461538,0.7669230769230769,0.11538461538461542,0.6384615384615384,0.0236269605165606,0.0133584034000724,1.4202,-0.245429380542258,-0.1482067510548523
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-02,600803,0.19687831914388834,0.19881305342315575,0.5337179,-0.0105698529411763,0.8059999999999999,0.8759999999999999,0.35,0.44,0.0120167995574084,0.0151310763739442,0.2997,-0.3953028529922118,-0.114103472714387
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-02,002074,0.20010652836644402,0.12303488599172786,0.54246926,0.0074993535040083,0.8492500000000001,0.8592500000000001,0.050000000000000044,0.5075000000000001,0.0225641889762198,0.0116630552587691,1.5126,-0.3878591663294212,-0.3692178301093356
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-02,601012,0.20500413744152707,0.12604616592898923,0.5557462,-0.0131147540983606,0.9309999999999999,0.851,-0.4,0.6900000000000002,0.0290705790580029,0.0124766863238092,1.6663,-0.2575545594695991,-0.0568475452196383
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-02,688012,0.20262478210391913,0.18321400348085037,0.549296,0.0455540618398312,0.87825,0.78825,-0.45,0.7174999999999999,0.0259647311905357,0.0132359603576725,1.2755,-0.2432153409832563,-0.1122787610619465
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-02,600690,0.19538623294422158,0.12013262681077352,0.529673,-0.0223021582733812,0.7045,0.7845,0.4,0.455,0.0096231755982584,0.0085583399001594,0.5767,0.0300973475037957,0.1391304347826087
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-03,002074,0.20118820760958311,0.18555621107854628,0.55326843,0.0311345646437993,0.8520454545454546,0.8520454545454546,0.0,0.5704545454545454,0.0215725594036701,0.0141553182624139,1.4134,-0.3929215703118288,0.161400512382579
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-12-03,002459,0.2071655328738817,0.16572889493967194,0.5697061,0.0,0.9077272727272727,0.835,-0.36363636363636365,0.9227272727272728,0.0286647407132039,0.0160063038383395,1.4837,-0.0436133457095709,0.2816326530612245
