stock_id,weight,case_slice_return,case_slice_contribution,label
600023,0.2,0.03839122486288858,0.007678244972577717,result_hybrid_hybrid_current0_case5_equal
601668,0.2,0.021912350597609535,0.004382470119521907,result_hybrid_hybrid_current0_case5_equal
601018,0.2,0.014184397163120477,0.0028368794326240955,result_hybrid_hybrid_current0_case5_equal
601818,0.2,0.027863777089783204,0.005572755417956641,result_hybrid_hybrid_current0_case5_equal
601186,0.2,0.023545706371191067,0.004709141274238214,result_hybrid_hybrid_current0_case5_equal
688396,0.2,0.010204081632653027,0.0020408163265306055,result_hybrid_hybrid_current1_case4_equal
600023,0.2,0.03839122486288858,0.007678244972577717,result_hybrid_hybrid_current1_case4_equal
601668,0.2,0.021912350597609535,0.004382470119521907,result_hybrid_hybrid_current1_case4_equal
601018,0.2,0.014184397163120477,0.0028368794326240955,result_hybrid_hybrid_current1_case4_equal
601818,0.2,0.027863777089783204,0.005572755417956641,result_hybrid_hybrid_current1_case4_equal
688396,0.2,0.010204081632653027,0.0020408163265306055,result_hybrid_hybrid_current2_case3_equal
600183,0.2,0.006679700228087393,0.0013359400456174786,result_hybrid_hybrid_current2_case3_equal
600023,0.2,0.03839122486288858,0.007678244972577717,result_hybrid_hybrid_current2_case3_equal
601668,0.2,0.021912350597609535,0.004382470119521907,result_hybrid_hybrid_current2_case3_equal
601018,0.2,0.014184397163120477,0.0028368794326240955,result_hybrid_hybrid_current2_case3_equal
688396,0.2,0.010204081632653027,0.0020408163265306055,result_hybrid_hybrid_current3_case2_equal
600183,0.2,0.006679700228087393,0.0013359400456174786,result_hybrid_hybrid_current3_case2_equal
300316,0.2,0.005784061696658064,0.0011568123393316128,result_hybrid_hybrid_current3_case2_equal
600023,0.2,0.03839122486288858,0.007678244972577717,result_hybrid_hybrid_current3_case2_equal
601668,0.2,0.021912350597609535,0.004382470119521907,result_hybrid_hybrid_current3_case2_equal
688396,0.2,0.010204081632653027,0.0020408163265306055,result_hybrid_hybrid_current4_case1_equal
600183,0.2,0.006679700228087393,0.0013359400456174786,result_hybrid_hybrid_current4_case1_equal
300316,0.2,0.005784061696658064,0.0011568123393316128,result_hybrid_hybrid_current4_case1_equal
600584,0.2,-0.007889546351084823,-0.0015779092702169649,result_hybrid_hybrid_current4_case1_equal
600023,0.2,0.03839122486288858,0.007678244972577717,result_hybrid_hybrid_current4_case1_equal
688396,0.2,0.010204081632653027,0.0020408163265306055,result_hybrid_hybrid_current5_case0_equal
600183,0.2,0.006679700228087393,0.0013359400456174786,result_hybrid_hybrid_current5_case0_equal
300316,0.2,0.005784061696658064,0.0011568123393316128,result_hybrid_hybrid_current5_case0_equal
600584,0.2,-0.007889546351084823,-0.0015779092702169649,result_hybrid_hybrid_current5_case0_equal
600115,0.2,-0.043121149897330596,-0.00862422997946612,result_hybrid_hybrid_current5_case0_equal
600023,0.2,0.03839122486288858,0.007678244972577717,result_hybrid_case_first1_fill_current_equal
688396,0.2,0.010204081632653027,0.0020408163265306055,result_hybrid_case_first1_fill_current_equal
600183,0.2,0.006679700228087393,0.0013359400456174786,result_hybrid_case_first1_fill_current_equal
300316,0.2,0.005784061696658064,0.0011568123393316128,result_hybrid_case_first1_fill_current_equal
600584,0.2,-0.007889546351084823,-0.0015779092702169649,result_hybrid_case_first1_fill_current_equal
600023,0.2,0.03839122486288858,0.007678244972577717,result_hybrid_case_first2_fill_current_equal
601668,0.2,0.021912350597609535,0.004382470119521907,result_hybrid_case_first2_fill_current_equal
688396,0.2,0.010204081632653027,0.0020408163265306055,result_hybrid_case_first2_fill_current_equal
600183,0.2,0.006679700228087393,0.0013359400456174786,result_hybrid_case_first2_fill_current_equal
300316,0.2,0.005784061696658064,0.0011568123393316128,result_hybrid_case_first2_fill_current_equal
600023,0.2,0.03839122486288858,0.007678244972577717,result_hybrid_case_first3_fill_current_equal
601668,0.2,0.021912350597609535,0.004382470119521907,result_hybrid_case_first3_fill_current_equal
601018,0.2,0.014184397163120477,0.0028368794326240955,result_hybrid_case_first3_fill_current_equal
688396,0.2,0.010204081632653027,0.0020408163265306055,result_hybrid_case_first3_fill_current_equal
600183,0.2,0.006679700228087393,0.0013359400456174786,result_hybrid_case_first3_fill_current_equal
600023,0.2,0.03839122486288858,0.007678244972577717,result_hybrid_case_first4_fill_current_equal
601668,0.2,0.021912350597609535,0.004382470119521907,result_hybrid_case_first4_fill_current_equal
601018,0.2,0.014184397163120477,0.0028368794326240955,result_hybrid_case_first4_fill_current_equal
601818,0.2,0.027863777089783204,0.005572755417956641,result_hybrid_case_first4_fill_current_equal
688396,0.2,0.010204081632653027,0.0020408163265306055,result_hybrid_case_first4_fill_current_equal
000792,0.2,0.08031016338964275,0.01606203267792855,result_hybrid_aggressive1_case_fill_equal
600023,0.2,0.03839122486288858,0.007678244972577717,result_hybrid_aggressive1_case_fill_equal
601668,0.2,0.021912350597609535,0.004382470119521907,result_hybrid_aggressive1_case_fill_equal
601018,0.2,0.014184397163120477,0.0028368794326240955,result_hybrid_aggressive1_case_fill_equal
601818,0.2,0.027863777089783204,0.005572755417956641,result_hybrid_aggressive1_case_fill_equal
000792,0.2,0.08031016338964275,0.01606203267792855,result_hybrid_aggressive2_case_fill_equal
600233,0.2,0.03926701570680621,0.007853403141361242,result_hybrid_aggressive2_case_fill_equal
600023,0.2,0.03839122486288858,0.007678244972577717,result_hybrid_aggressive2_case_fill_equal
601668,0.2,0.021912350597609535,0.004382470119521907,result_hybrid_aggressive2_case_fill_equal
601018,0.2,0.014184397163120477,0.0028368794326240955,result_hybrid_aggressive2_case_fill_equal
000792,0.2,0.08031016338964275,0.01606203267792855,result_hybrid_aggressive3_case_fill_equal
600233,0.2,0.03926701570680621,0.007853403141361242,result_hybrid_aggressive3_case_fill_equal
601669,0.2,0.16415410385259624,0.03283082077051925,result_hybrid_aggressive3_case_fill_equal
