profile_name,date,stock_id,target_weight,executed_weight,pred_return,target_return,selection_score,selection_score_final,rerank_signal_score,risk_penalty,secondary_candidate_size,secondary_screen_mode,secondary_signal_score,secondary_screen_weight,local_tiebreak_start_rank,local_tiebreak_end_rank,volatility_20d,volatility_5d,turnover_rate,turnover_ratio_10d,amplitude_ratio_5d,turnover_spike_5d,crowding_reversal_risk_5d
sl10__risk_adjusted__cs150__rp-60,2025-11-26,600482,0.19766451402575685,0.19766451402575685,0.5256782,-0.00396432111001,1.3964516129032258,1.3964516129032258,0.0,0.8354838709677419,0,none,0.0,0.0,8,15,0.0172204271896403,0.0251120256841167,1.299,0.0336760352675302,-0.0459610027855154,0.8808212861747804,0.5549174102901117
sl10__risk_adjusted__cs150__rp-60,2025-11-26,601939,0.20257185094718017,0.20257185094718017,0.538729,-0.0174897119341564,1.3860483870967741,1.3860483870967741,0.0,0.6971774193548387,0,none,0.0,0.0,8,15,0.0124647177727807,0.0173680756650706,1.2737,0.0461257946350839,-0.1204986149584487,0.7789928198348813,0.0934791383801857
sl10__risk_adjusted__cs150__rp-60,2025-11-26,601658,0.19778265891041613,0.19778265891041613,0.5259924,-0.0207612456747404,1.3686290322580645,1.3686290322580645,0.0,0.7487903225806452,0,none,0.0,0.0,8,15,0.0149248181659203,0.0208289148780333,0.2576,-0.1349318288669488,-0.0123456790123457,0.7697364489309456,0.1257236199920544
sl10__risk_adjusted__cs150__rp-60,2025-11-26,001979,0.1977625419424681,0.1977625419424681,0.5259389,0.0053304904051172,1.3191935483870967,1.3191935483870967,0.0,0.6798387096774193,0,none,0.0,0.0,8,15,0.0146500203979795,0.0205210437146371,0.5175,-0.1467014032021371,-0.1868076535750251,0.6906261677244827,0.1358231463191482
sl10__risk_adjusted__cs150__rp-60,2025-11-26,600803,0.20421843417417873,0.20421843417417873,0.543108,0.0396559961777352,1.3190322580645162,1.3190322580645162,0.0,0.5451612903225806,0,none,0.0,0.0,8,15,0.0103952789422884,0.0180648438284963,0.3657,-0.1834684171746264,-0.1445511010728403,0.631933644374232,0.0968964921373822
sl10__risk_adjusted__cs150__rp-60,2025-11-27,600803,0.2066205406881571,0.20622593222756364,0.55201566,0.0341280972417017,1.3697560975609755,1.3697560975609755,0.0,0.616260162601626,0,none,0.0,0.0,8,15,0.0105566098420881,0.0185959511606198,0.4765,0.0416438955077058,-0.2438356164383561,0.7742428181451086,0.09548994757123
sl10__risk_adjusted__cs150__rp-60,2025-11-27,001979,0.19749791869397962,0.19754138994394943,0.5276433,-0.0084388185654008,1.361219512195122,1.361219512195122,0.0,0.8052845528455285,0,none,0.0,0.0,8,15,0.0143522506353937,0.0147823799836586,0.9644,0.4658985544695924,0.6047874938935027,1.3582715979812423,1.184323918738066
sl10__risk_adjusted__cs150__rp-60,2025-11-27,300347,0.19912231431797056,0.16641129610725489,0.5319831,-0.0534738485558156,1.3534959349593496,1.3534959349593496,0.0,0.7382113821138211,0,none,0.0,0.0,8,15,0.0200785698082803,0.0156845281476603,1.4429,-0.2765968113907551,-0.0783090783090783,0.8252971389999514,0.1430515040933249
sl10__risk_adjusted__cs150__rp-60,2025-11-27,600415,0.1964812771542032,0.16420411797659024,0.5249272,0.0220541902961563,1.2957723577235774,1.2957723577235774,0.0,0.7504065040650407,0,none,0.0,0.0,8,15,0.0209794013737488,0.0120230307071043,0.552,-0.1567111735769499,0.1764705882352937,0.9102902374655174,0.2213254695014198
sl10__risk_adjusted__cs150__rp-60,2025-11-27,600036,0.20027794914568944,0.16737708786277,0.53507054,-0.0011600928074246,1.2926016260162603,1.2926016260162603,0.0,0.541869918699187,0,none,0.0,0.0,8,15,0.0105937945887987,0.0088836014083122,0.3012,0.0438760657101269,0.0350678733031675,0.968239681107856,0.2906361983958932
