profile_name,date,stock_id,target_weight,executed_weight,pred_return,target_return,selection_score,selection_score_final,rerank_signal_score,risk_penalty,volatility_20d,volatility_5d,turnover_rate,turnover_ratio_10d,amplitude_ratio_5d
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-26,600941,0.20276645391980866,0.16221316313584694,0.54859453,-0.0113280530484434,0.97390625,1.03484375,0.40625,0.2609375,0.0057043386453258,0.003607903873591,1.0859,-0.1360558830783428,-0.0929878048780491
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-26,600803,0.20073857326918562,0.1605908586153485,0.543108,0.0396559961777352,0.905625,0.9712500000000001,0.4375,0.63125,0.0103952789422884,0.0180648438284963,0.3657,-0.1834684171746264,-0.1445511010728403
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-26,601728,0.20003124911328063,0.16002499929062453,0.5411943,0.0190336749633966,0.8871875,0.93875,0.34375,0.503125,0.0079260273370132,0.0065309942732948,0.1667,0.2561223720895185,2.220446049250313e-16
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-26,600050,0.1994426217643085,0.1595540974114468,0.53960174,0.0,0.8753125,0.9315625000000001,0.375,0.309375,0.0072964178870625,0.0132413755214649,0.5092,-0.2572495478149251,-0.3245227606461086
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-26,601186,0.19702110193341665,0.15761688154673334,0.5330502,0.0077619663648124,0.82625,0.8356250000000001,0.0625,0.17500000000000002,0.0059976078515267,0.0088082456514625,0.1496,-0.5016489556614144,-0.2524271844660195
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-27,600803,0.20396072812121208,0.2021287134098997,0.55201566,0.0341280972417017,0.9312121212121212,1.0062121212121211,0.5,0.687878787878788,0.0105566098420881,0.0185959511606198,0.4765,0.0416438955077058,-0.2438356164383561
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-27,600941,0.20263283365530255,0.20092544020769187,0.54842174,-0.0125879303961495,0.9525757575757576,0.9184848484848486,-0.2272727272727273,0.1712121212121212,0.0059264285834298,0.0037909930464205,0.9458,-0.2068696592843546,-0.2457627118644069
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-27,601838,0.19715943675832776,0.18883109745893278,0.5336081,0.0117855038302888,0.7910606060606061,0.856969696969697,0.43939393939393945,0.5742424242424242,0.0079123949950431,0.0095134458383348,0.9315,0.1270417422867513,0.2983770287141074
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-27,600050,0.1985472171246008,0.19690008353235414,0.5373641,-0.0055248618784529,0.9056060606060606,0.8533333333333334,-0.3484848484848485,0.33787878787878795,0.0072979057007891,0.0111053349342166,0.4232,-0.3353853885294302,-0.337568058076225
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-27,600036,0.1976997843405568,0.18934861986942061,0.53507054,-0.0011600928074246,0.8145454545454546,0.8122727272727273,-0.015151515151515138,0.6424242424242425,0.0105937945887987,0.0088836014083122,0.3012,0.0438760657101269,0.0350678733031675
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-28,600803,0.20581736445314464,0.20462375270467073,0.5590403,-0.0110142267094996,0.9433333333333334,0.9683333333333334,0.16666666666666663,0.5666666666666668,0.0103594350237514,0.0087001950453138,0.3791,-0.1866901227151806,-0.2653061224489795
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-28,300347,0.20438755231355746,0.13824972012960643,0.55515665,-0.0415686274509803,0.902,0.887,-0.09999999999999998,0.6466666666666668,0.0195245099241311,0.0098297474405359,1.2893,-0.3384439347526028,-0.4264448336252188
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-28,688012,0.19911285562276382,0.1346818641960315,0.54082954,0.0186757215619694,0.8413333333333334,0.8563333333333334,0.09999999999999998,0.92,0.028777639245925,0.0126898117843831,1.8046,0.0219151707344698,0.0398344542162441
lstm_sl10_base_alpha_v3_rs_crowding_mini4__risk_adjusted_sort__pred_weight__cs40_v2086_v596_rp10_mt80,2025-11-28,601728,0.19515241240010814,0.13419036179446361,0.5300722,0.0072992700729928,0.7723333333333333,0.8073333333333333,0.23333333333333328,0.61,0.0070038973949449,0.0089270627406187,0.1569,0.1291831594098598,0.2553191489361701
